School Name,Index,has_search_index
Southern Oklahoma Technology Center,2638,True
Southern School District,southernschooldistrictschools,False
Southern Valley Schools,172,False
Southfield Public Schools,1651,True
Southington Public Schools,2466,True
Southside ISD,874,False
Southwest ISD,1979,False
SouthWest Metro Intermediate District 288,1186,False
Southwest Texas Junior College,1229,False
Spearman ISD,2303,False
SPEED S.E.J.A. #802,1213,False
Splendora ISD,1602,True
Spring Branch Independent School District,889,True
Spring Hill ISD,771,True
Spring Valley Academy,2738,True
Spring Valley CCSD 99,2223,True
Springfield Platteview Community Schools,88,False
Springlake-Earth ISD,2010,False
SPRINGTOWN ISD,1407,False
Spur Independent School District,2247,False
Spurger ISD,1803,False
St. Anthony-New Brighton,2549,True
St. Charles Community Schools,1612,True
St. Cloud Area School District 742,1478,True
St. Croix Falls School District,1764,False
St. Croix Preparatory Academy,1778,False
St. Francis Area Schools,1821,False
St. Francis School District,2007,False
St. Johns Public Schools,1654,True
St. Joseph County ISD,2188,True
St. Louis Park Public Schools,1820,False
St. Louis Public Schools,1660,False
St. Mary's Charter School,2535,True
St. Paul Public Schools,141,False
Stafford Municipal School District,1043,False
Stafford Public Schools,2420,True
Stamford ISD,1437,False
Standish-Sterling Community Schools,1124,True
Stanfield School District,2819,True
Stanton Community Schools,405,True
Stanton ISD,2281,False
Stapleton Public Schools,Stapleton,True
Starr County Memorial Hospital,3187,True
Steamboat Springs School District RE-2,1737,False
STEDY JTED,1762,False
Stephenville Independent School District,1799,False
Sterling City ISD,2165,False
Sterling Public Schools,sterling,False
Sterling Public Schools,200,False
Stigler Public Schools,624,True
Stillwater Area Public Schools,2592,True
Stillwater Public Schools,2791,True
Stilwell Public Schools,313,False
Stockdale ISD,2051,False
Strasburg School District 31J,2822,True
Stratford ISD,2307,False
Streator Elementary School District #44,1501,False
Sudan Independent School District,2209,False
Sullivan County Department of Education,561,False
Sulphur Bluff ISD,1014,False
Sulphur Public Schools,599,False
Sulphur Springs Independent School District,1046,False
Summerland Public School,1418,True
Summit Hill District 161,1239,False
Sumner-Eddyville-Miller Schools,189,False
Sunnybrook School District,2480,True
Sunnyvale ISD,1000,False
Sunray ISD,956,False
Superior Public Schools,204,True
Sutherland Public School,57,False
Sutton Public Schools,94,False
Swan Valley School District,1487,False
Swartz Creek Community Schools,2437,True
Sweeny ISD,630,True
Sweetwater ISD,2294,False
Sweetwater Public Schools,318,False
Syracuse USD 494,2669,True
Syracuse-Dunbar-Avoca Public Schools,461,True
Taft ISD,645,True
Tahoka ISD,1956,False
Tarkington ISD,707,False
Tatum Independent School District,2254,False
Taylor ISD,2401,True
Tazewell-Mason Counties Special Education Association,2704,True
Teague ISD,1911,False
Tecumseh Public Schools,2587,True
Tecumseh Public Schools,Tecumseh,False
Tejano Center for Community Concerns,2681,True
Tekamah-Herman Schools,156,False
Temple College,1891,False
Temple ISD,853,False
Tenaha Independent School District,2082,False
Tennessee School Boards Association,508,True
Terrell ISD,1294,False
Test City for Texas,577,True
Test Manual,1355,True
Test Non-School Without Settings,1103,True
Test Non-School Without Settings,1104,True
Test Regression,2389,True
Test School for OSSBA (2),2620,True
Test School for OSSBA (3),2621,True
Test School for OSSBA (4),2622,True
Test School Without Settings,1105,True
Test School Without Settings,1102,True
tester valley,3182,True
Texans Can Academies,1952,False
Texarkana College,1850,False
Texarkana Independent School District,1913,False
Texas General Counsel Group,2348,False
Texas School for The Deaf,2109,False
Texas Southern University,2066,True
Texas State University System,1683,False
Texas Woman's University,1185,False
Texhoma,3204,True
Texhoma ISD,1927,False
Thayer Central Community Schools,thayercentral,True
The Career Academy,157,False
The Ehrhart School,2288,False
Thomas-Fay-Custer Public Schools,1978,True
Thorndale Independent School District,1847,False
Thornton Fractional THSD 215,2702,True
Thrall ISD,1024,False
Three Rivers Health Department,2658,True
Three Rivers ISD,1934,False
Three Rivers School District,796,False
Three Way ISD,2673,True
Throckmorton Collegiate ISD,2474,True
Tidehaven Independent School District,2267,False
Tioga Independent School District,2805,True
to be removed Marengo CHSD 154,2795,True
Tom Bean ISD,2036,False
Tonganoxie USD 464,2757,True
Tornillo Independent School District,2199,False
Town of Benson,1593,True
Town of Cicero,1372,False
Town of Emerald Isle,1599,False
Town of Horizon City,928,True
Township High School District 214,2567,True
Trenton Independent School District,1993,False
Trenton Special School District,547,False
Tri County Public Schools,TriCounty,False
Tri-County Schools,2748,True
Trinity Independent School District,735,False
Troup ISD,1302,False
Troy 30-C,1220,False
Troy Independent School District,907,False
TSBA OPEB Trust - Board of Trustees,574,False
Tulia Independent School District,2284,False
Tullahoma City Schools,554,False
Tuloso-Midway ISD,643,False
Tunica County School District,1416,False
Tupelo Public School District,1648,False
Tuttle Public School,657,False
Twin River Public Schools,163,False
Tyler ISD,1932,False
Ubah Medical Academy - ISD 4121,1815,False
Udall USD 463,2765,True
Umatilla School District,2588,True
Umatilla-Morrow Head Start,2544,True
Union,3151,True
Union City Community Schools,2400,True
Union City Public Schools,2215,True
Union Grove ISD,2217,False
Union Public Schools,Union,False
Unionville-Sebewaing Area School District,2987,True
United ISD,2029,True
United Township High School District 30,1325,False
Unity School District,2132,False
University of Houston System,685,True
USD 333 Concordia Public Schools,2410,True
USD 417 - Morris County,2990,True
Utica Community Schools,1321,False
Uvalde Consolidated Independent School District,1047,False
Valentine Community Schools,55,False
Valley Mills ISD,2037,False
Valley View ISD - Hidalgo County,922,True
Valley View ISD-Cooke County,1871,False
Van Alstyne ISD,850,True
Van Buren ISD,1474,True
Van Buren Public Schools,2346,False
Van Independent School District,1879,False
Van Vleck ISD,742,True
Vanguard Academy,2827,True
Vega ISD,2068,False
Venus Independent School District,636,True
Veribest ISD,2339,False
Vernon Independent School District,1442,False
Vicksburg Community Schools,1649,False
Vidor Independent School District,1004,False
Vienna Township,2048,False
Vigo County Public Library,1950,False
Village of Dorchester,2753,True
Village of Kenesaw,2349,True
Village of Malcolm,villagemalcolm,True
Village of Maywood,1130,False
Waco Independent School District,1965,False
Waconda USD 272,2631,True
Waconia Public Schools,1513,False
Waelder ISD,876,False
Wagner Community School,Wagner,True
Wagoner Public Schools,Wagoner,False
Wahoo Public Schools,wahoo,False
Wakefield Community School,142,False
Walker-Hackensack-Akeley Schools,1818,False
Walla Walla Public Schools,997,False
Walled Lake Consolidated School District,927,True
Waller ISD,737,True
Walthall County School Board,1685,False
Warren County Board of Education,3213,True
Warren ISD,1991,False
Washington Community High School,1590,True
Washington County,WashingtonCountyNE,True
Washington County School System,918,True
Washington District 50 Schools,1493,False
Washington State Convention Center,1361,False
Waskom ISD,1052,False
Water Valley ISD,2222,False
Waterford Union High School,1610,False
Waterloo CUSD No. 5,1868,False
Waterville-Elysian-Morristown School District,1222,True
Watonga Public Schools,358,False
Waunakee Community School District,1924,True
Wauneta-Palisade Public Schools,102,False
Wausa Public Schools,206,False
Wausau School District,1360,False
Wauseon Exempted Village Schools,2794,True
Waverly Community Schools,1086,False
Waverly School District 145,190,False
Wawasee Community School Corporation,1912,False
Waxahachie Independent School District,765,False
Wayne Community Schools,109,False
Wayne Public Schools,2518,True
Wayne School District,1576,False
Waynoka Public Schools,Waynoka,True
Wayzata Public Schools,1040,True
Weatherford Independent School District,992,False
Weatherford Public Schools,503,False
Webb CISD,2612,True
Weber School District,1523,False
Weeping Water Public Schools,465,True
Weimar ISD,785,False
Welch Public Schools,2008,True
Wellington ISD,2098,False
Wellington USD 353,2642,True
Wellman-Union ISD,2040,False
Wellston Public Schools,2517,True
WESLACO INDEPENDENT SCHOOL DISTRICT,2555,True
West Allis-West Milwaukee Schools,1597,False
West Bonner County School District 83,2136,True
West Branch - Rose City Area Schools,1480,False
West Carroll CUSD 314,1253,False
West Chicago Elementary School District 33,1758,False
West Hanover Township,1176,False
West Hardin County CISD,989,False
West Harvey-Dixmoor School District 147,1691,False
West Independent School District,821,False
West Iron Public Schools,2690,True
West Linn-Wilsonville School District,1543,True
West Orange-Cove CISD,2102,False
West Oso ISD,2322,False
West Ottawa Public Schools,2764,True
West Point Public Schools,westpoint,True
West Rusk County Consolidated ISD,2295,False
West Sabine ISD,1141,False
Westbrook ISD,2073,False
Western Heights Public Schools,310,False
Western School District,1106,False
Western Technology Center,2526,True
Westhoff ISD,2828,True
Weston Public Schools,2468,True
Westville Public Schools,westville,True
Westwood Community School District,1650,False
Westwood Heights Schools,1165,False
Westwood Independent School District,2047,False
Wexford-Missaukee ISD,1026,False
Wharton County Junior College,2052,False
Wharton ISD,808,True
White Deer Independent School District,1414,False
White Oak ISD,2248,False
White Settlement ISD,1404,False
Whitebead Public Schools,357,False
Whitehouse ISD,1841,False
Whiteriver Unified School District,2032,False
Whitesboro Independent School District,1601,False
Whitney Independent School District,2245,False
Wichita Falls Independent School District,676,True
Wilber-Clatonia Public School,205,False
Wilcox-Hildreth Public School,Wilcox-Hildreth,False
Wildorado ISD,2260,False
Will County School District 92,1292,False
Williamson County Schools,566,False
Williamston Community Schools,1135,False
Willis ISD,2995,True
Williston Basin School District #7,2185,False
Wills Point ISD,873,False
Wilmington CUSD 209U,1674,False
Wilson ISD,2779,True
Wimberley Independent School District,2301,False
Windom Area Schools,2781,True
Windsor Public Schools,2419,True
Windthorst ISD,1118,False
Win-E-Mac Schools,2811,True
Winfield School District 34,1425,False
Wink-Loving ISD,1184,False
Winnsboro Independent School District,738,False
Winona ISD,925,True
Winside Public Schools,winsideschools,False
Winston Dillard School District,1221,False
Winters ISD,1415,False
Wisner-Pilger Public Schools,173,True
Woden ISD,1800,False
Wolfe City ISD,1494,False
Wolsey-Wessington School District,Wolsey-Wessington,False
Wonewoc-Union Center School District,1449,False
Wood Dale School District 7,1191,False
Wood River Rural Schools,192,False
Woodbridge School District,2455,True
Woodburn School District,1562,False
Woodhaven-Brownstown School District,1473,False
Woodland Public Schools,626,False
Woodland School District 50,1739,False
Woodridge School District 68,1790,False
Woodstock Community Unit School District 200,1277,False
Woodville ISD,769,True
Workers' Compensation Self-Insurance Trust,1783,False
Workforce Solutions Alamo,751,True
Wrenshall School,2703,True
WRUSD,893,True
Wylie Independent School District,2275,False
Wynnewood Public Schools,528,False
Yale Public Schools,1235,False
Yantis ISD,696,False
Yellow Medicine East ISD 2190,1157,False
York County,144,False
Ysleta Independent School District,2312,True
Yukon Flats School District,2391,True
Yukon Public Schools,306,True
Yuma Elementary School District One,2085,False
Yutan Public Schools,yutan,True
Zapata County Independent School District,2305,False
Zion Elementary School District 6,1476,False
Zionsville Community Schools,2039,False
