,LEA_NAME,LEAID,STATENAME
15582,Esperanza Cyber CS,4200858,PENNSYLVANIA
15583,Propel CS-Pitcairn,4200859,PENNSYLVANIA
15584,Arts Academy CS,4200860,PENNSYLVANIA
15585,Baden Academy CS,4200861,PENNSYLVANIA
15586,Mastery CS-Cleveland Elementary,4200862,PENNSYLVANIA
15587,The Philadelphia CS for Arts and Sciences at HR Edmunds,4200863,PENNSYLVANIA
15588,Universal Creighton CS,4200866,PENNSYLVANIA
15589,Howard Gardner Multiple Intelligence CS,4200867,PENNSYLVANIA
15590,Memphis Street Academy CS @ JP Jones,4200870,PENNSYLVANIA
15591,Universal Alcorn CS,4200872,PENNSYLVANIA
15592,Premier Arts and Science CS,4200873,PENNSYLVANIA
15593,Mastery CS-Francis D. Pastorius Elementary,4200874,PENNSYLVANIA
15594,Circle of Seasons CS,4200875,PENNSYLVANIA
15595,Capital Area School for the Arts CS,4200876,PENNSYLVANIA
15596,Mifflin County Academy of Science and Technology,4200878,PENNSYLVANIA
15597,Executive Education Academy CS,4200879,PENNSYLVANIA
15598,Propel CS-Hazelwood,4200880,PENNSYLVANIA
15599,Passport Academy CS,4200882,PENNSYLVANIA
15600,Arts Academy Elementary CS,4200883,PENNSYLVANIA
15601,Young Scholars of Greater Allegheny CS,4200884,PENNSYLVANIA
15602,Vision Academy CS,4200885,PENNSYLVANIA
15603,KIPP DuBois CS,4200886,PENNSYLVANIA
15604,Reach Cyber CS,4200887,PENNSYLVANIA
15605,KIPP West Philadelphia CS,4200888,PENNSYLVANIA
15606,Mastery CS John Wister Elementary,4200889,PENNSYLVANIA
15607,Provident CS,4200890,PENNSYLVANIA
15608,MaST Community CS II,4200891,PENNSYLVANIA
15609,Global Leadership Academy CS Southwest at Huey,4200892,PENNSYLVANIA
15610,Independence CS West,4200893,PENNSYLVANIA
15611,Innovative Arts Academy CS,4200894,PENNSYLVANIA
15612,TECH Freire CS,4200895,PENNSYLVANIA
15613,Westinghouse Arts Academy CS,4200896,PENNSYLVANIA
15614,Easton Arts Academy Elementary CS,4200897,PENNSYLVANIA
15615,Insight PA Cyber CS,4200898,PENNSYLVANIA
15616,Deep Roots CS,4200899,PENNSYLVANIA
15617,Mastery Prep Elementary CS,4200900,PENNSYLVANIA
15618,KIPP North Philadelphia CS,4200901,PENNSYLVANIA
15619,Philadelphia Hebrew Public CS,4200902,PENNSYLVANIA
15620,MaST Community CS III,4200903,PENNSYLVANIA
15621,Catalyst Academy CS,4200904,PENNSYLVANIA
15622,Adams County Technical Institute,4200905,PENNSYLVANIA
15623,Life Male STEAM Academy CS,4200906,PENNSYLVANIA
15624,Pennsylvania STEAM Academy CS,4200907,PENNSYLVANIA
15625,Abington Heights SD,4202010,PENNSYLVANIA
15626,Abington SD,4202040,PENNSYLVANIA
15627,Albert Gallatin Area SD,4202100,PENNSYLVANIA
15628,Aliquippa SD,4202130,PENNSYLVANIA
15629,Allegheny Valley SD,4202190,PENNSYLVANIA
15630,Allentown City SD,4202280,PENNSYLVANIA
15631,Allegheny-Clarion Valley SD,4202310,PENNSYLVANIA
15632,Altoona Area SD,4202340,PENNSYLVANIA
15633,Wissahickon SD,4202400,PENNSYLVANIA
15634,Ambridge Area SD,4202440,PENNSYLVANIA
15635,Antietam SD,4202480,PENNSYLVANIA
15636,Annville-Cleona SD,4202490,PENNSYLVANIA
15637,Apollo-Ridge SD,4202550,PENNSYLVANIA
15638,Armstrong SD,4202590,PENNSYLVANIA
15639,Lenape Technical School,4202600,PENNSYLVANIA
15640,Athens Area SD,4202670,PENNSYLVANIA
15641,Austin Area SD,4202700,PENNSYLVANIA
15642,Avella Area SD,4202760,PENNSYLVANIA
15643,Avon Grove SD,4202790,PENNSYLVANIA
15644,Avonworth SD,4202820,PENNSYLVANIA
15645,Pine-Richland SD,4202850,PENNSYLVANIA
15646,Chester County Technical College High School,4202900,PENNSYLVANIA
15647,Bald Eagle Area SD,4202910,PENNSYLVANIA
15648,Baldwin-Whitehall SD,4202970,PENNSYLVANIA
15649,Bangor Area SD,4203000,PENNSYLVANIA
15650,Beaver Area SD,4203120,PENNSYLVANIA
15651,Bedford Area SD,4203180,PENNSYLVANIA
15652,Belle Vernon Area SD,4203210,PENNSYLVANIA
15653,Bellefonte Area SD,4203240,PENNSYLVANIA
15654,Bellwood-Antis SD,4203300,PENNSYLVANIA
15655,Bensalem Township SD,4203330,PENNSYLVANIA
15656,Bentworth SD,4203360,PENNSYLVANIA
15657,Benton Area SD,4203390,PENNSYLVANIA
15658,Berlin Brothersvalley SD,4203420,PENNSYLVANIA
15659,Bermudian Springs SD,4203450,PENNSYLVANIA
15660,Berwick Area SD,4203480,PENNSYLVANIA
15661,Bethel Park SD,4203510,PENNSYLVANIA
15662,Bethlehem Area SD,4203570,PENNSYLVANIA
15663,Bethlehem-Center SD,4203600,PENNSYLVANIA
15664,Big Beaver Falls Area SD,4203630,PENNSYLVANIA
15665,Big Spring SD,4203660,PENNSYLVANIA
15666,Blackhawk SD,4203688,PENNSYLVANIA
15667,Blacklick Valley SD,4203690,PENNSYLVANIA
15668,River Valley SD,4203750,PENNSYLVANIA
15669,Bloomsburg Area SD,4203840,PENNSYLVANIA
15670,Blue Mountain SD,4203870,PENNSYLVANIA
15671,Blue Ridge SD,4203900,PENNSYLVANIA
15672,Boyertown Area SD,4203960,PENNSYLVANIA
15673,Bradford Area SD,4204020,PENNSYLVANIA
15674,Brandywine Heights Area SD,4204050,PENNSYLVANIA
15675,Brownsville Area SD,4204080,PENNSYLVANIA
15676,Bryn Athyn SD,4204090,PENNSYLVANIA
15677,Brentwood Borough SD,4204140,PENNSYLVANIA
15678,Bristol Borough SD,4204200,PENNSYLVANIA
15679,Bristol Township SD,4204230,PENNSYLVANIA
15680,Brockway Area SD,4204260,PENNSYLVANIA
15681,Brookville Area SD,4204320,PENNSYLVANIA
15682,Burgettstown Area SD,4204500,PENNSYLVANIA
15683,Burrell SD,4204530,PENNSYLVANIA
15684,Butler Area SD,4204590,PENNSYLVANIA
15685,California Area SD,4204710,PENNSYLVANIA
15686,Cambria Heights SD,4204740,PENNSYLVANIA
15687,Cameron County SD,4204830,PENNSYLVANIA
15688,Camp Hill SD,4204860,PENNSYLVANIA
15689,Canon-McMillan SD,4204890,PENNSYLVANIA
15690,Canton Area SD,4204920,PENNSYLVANIA
15691,Carbondale Area SD,4204980,PENNSYLVANIA
15692,Carlisle Area SD,4205010,PENNSYLVANIA
15693,Carlynton SD,4205040,PENNSYLVANIA
15694,Carmichaels Area SD,4205070,PENNSYLVANIA
15695,Catasauqua Area SD,4205160,PENNSYLVANIA
15696,Centennial SD,4205190,PENNSYLVANIA
15697,Central Bucks SD,4205310,PENNSYLVANIA
15698,Central Cambria SD,4205340,PENNSYLVANIA
15699,Central Columbia SD,4205370,PENNSYLVANIA
15700,Central Dauphin SD,4205400,PENNSYLVANIA
15701,Central Greene SD,4205430,PENNSYLVANIA
15702,Crestwood SD,4205460,PENNSYLVANIA
15703,Central York SD,4205490,PENNSYLVANIA
15704,Chambersburg Area SD,4205550,PENNSYLVANIA
15705,Charleroi SD,4205640,PENNSYLVANIA
15706,Chartiers Valley SD,4205700,PENNSYLVANIA
15707,Chartiers-Houston SD,4205730,PENNSYLVANIA
15708,Cheltenham SD,4205760,PENNSYLVANIA
15709,Chester-Upland SD,4205860,PENNSYLVANIA
15710,Chestnut Ridge SD,4205880,PENNSYLVANIA
15711,Chichester SD,4205910,PENNSYLVANIA
15712,Clairton City SD,4206030,PENNSYLVANIA
15713,Clarion Area SD,4206060,PENNSYLVANIA
15714,Clarion-Limestone Area SD,4206090,PENNSYLVANIA
15715,Claysburg-Kimmel SD,4206120,PENNSYLVANIA
15716,Clearfield Area SD,4206150,PENNSYLVANIA
15717,Coatesville Area SD,4206240,PENNSYLVANIA
15718,Cocalico SD,4206270,PENNSYLVANIA
15719,Columbia Borough SD,4206360,PENNSYLVANIA
15720,Columbia-Montour Area Vocational-Technical School,4206365,PENNSYLVANIA
15721,Commodore Perry SD,4206390,PENNSYLVANIA
15722,Conemaugh Township Area SD,4206420,PENNSYLVANIA
15723,Conemaugh Valley SD,4206430,PENNSYLVANIA
15724,Conestoga Valley SD,4206480,PENNSYLVANIA
15725,Conewago Valley SD,4206550,PENNSYLVANIA
15726,Conneaut SD,4206590,PENNSYLVANIA
15727,Connellsville Area SD,4206660,PENNSYLVANIA
15728,Conrad Weiser Area SD,4206780,PENNSYLVANIA
15729,Cornell SD,4206810,PENNSYLVANIA
15730,Cornwall-Lebanon SD,4206840,PENNSYLVANIA
15731,Corry Area SD,4206860,PENNSYLVANIA
15732,Coudersport Area SD,4206930,PENNSYLVANIA
15733,Council Rock SD,4206960,PENNSYLVANIA
15734,Cranberry Area SD,4207050,PENNSYLVANIA
15735,Crawford Central SD,4207080,PENNSYLVANIA
15736,Cumberland Valley SD,4207110,PENNSYLVANIA
15737,Curwensville Area SD,4207140,PENNSYLVANIA
15738,Dallas SD,4207200,PENNSYLVANIA
15739,Dallastown Area SD,4207230,PENNSYLVANIA
15740,Daniel Boone Area SD,4207290,PENNSYLVANIA
15741,Danville Area SD,4207320,PENNSYLVANIA
15742,Dauphin County Technical School,4207385,PENNSYLVANIA
15743,Delaware Valley SD,4207530,PENNSYLVANIA
15744,Deer Lakes SD,4207540,PENNSYLVANIA
15745,Derry Area SD,4207560,PENNSYLVANIA
15746,Derry Township SD,4207590,PENNSYLVANIA
15747,Donegal SD,4207650,PENNSYLVANIA
15748,Dover Area SD,4207680,PENNSYLVANIA
15749,Downingtown Area SD,4207710,PENNSYLVANIA
15750,DuBois Area SD,4207830,PENNSYLVANIA
15751,Dunmore SD,4207980,PENNSYLVANIA
15752,Duquesne City SD,4208010,PENNSYLVANIA
15753,East Allegheny SD,4208060,PENNSYLVANIA
15754,Forest Area SD,4208280,PENNSYLVANIA
15755,Eastern Lebanon County SD,4208460,PENNSYLVANIA
15756,East Lycoming SD,4208490,PENNSYLVANIA
15757,East Penn SD,4208550,PENNSYLVANIA
15758,East Pennsboro Area SD,4208580,PENNSYLVANIA
15759,East Stroudsburg Area SD,4208670,PENNSYLVANIA
15760,Eastern York SD,4208790,PENNSYLVANIA
15761,Eastern Lancaster County SD,4208820,PENNSYLVANIA
15762,Easton Area SD,4208850,PENNSYLVANIA
15763,Elizabeth Forward SD,4209090,PENNSYLVANIA
15764,Elizabethtown Area SD,4209120,PENNSYLVANIA
15765,Elk Lake SD,4209150,PENNSYLVANIA
15766,Ellwood City Area SD,4209240,PENNSYLVANIA
15767,Ephrata Area SD,4209270,PENNSYLVANIA
15768,Erie City SD,4209300,PENNSYLVANIA
15769,Everett Area SD,4209360,PENNSYLVANIA
15770,Exeter Township SD,4209480,PENNSYLVANIA
15771,Fairfield Area SD,4209540,PENNSYLVANIA
15772,Fairview SD,4209570,PENNSYLVANIA
15773,Karns City Area SD,4209600,PENNSYLVANIA
15774,Fannett-Metal SD,4209660,PENNSYLVANIA
15775,Farrell Area SD,4209690,PENNSYLVANIA
15776,Ferndale Area SD,4209750,PENNSYLVANIA
15777,Fleetwood Area SD,4209780,PENNSYLVANIA
15778,Forbes Road SD,4209870,PENNSYLVANIA
15779,Forest City Regional SD,4209930,PENNSYLVANIA
15780,Youth Forestry Camp #3,4209931,PENNSYLVANIA
15781,Loysville Youth Dev Ctr,4209932,PENNSYLVANIA
15782,North Central Secure Trmnt Unt,4209933,PENNSYLVANIA
15783,Youth Forestry Camp #2,4209934,PENNSYLVANIA
15784,Forest Hills SD,4209940,PENNSYLVANIA
15785,Fort Cherry SD,4209960,PENNSYLVANIA
15786,Fort LeBoeuf SD,4209990,PENNSYLVANIA
15787,Fox Chapel Area SD,4210070,PENNSYLVANIA
15788,North Schuylkill SD,4210110,PENNSYLVANIA
15789,North Star SD,4210115,PENNSYLVANIA
15790,Franklin Area SD,4210200,PENNSYLVANIA
15791,Franklin Regional SD,4210230,PENNSYLVANIA
15792,Frazier SD,4210350,PENNSYLVANIA
15793,Freedom Area SD,4210380,PENNSYLVANIA
15794,Freeport Area SD,4210440,PENNSYLVANIA
15795,Galeton Area SD,4210530,PENNSYLVANIA
15796,Garnet Valley SD,4210590,PENNSYLVANIA
15797,Gateway SD,4210620,PENNSYLVANIA
15798,General McLane SD,4210650,PENNSYLVANIA
15799,Gettysburg Area SD,4210710,PENNSYLVANIA
15800,Girard SD,4210740,PENNSYLVANIA
15801,Glendale SD,4210830,PENNSYLVANIA
15802,Governor Mifflin SD,4210860,PENNSYLVANIA
15803,Great Valley SD,4210870,PENNSYLVANIA
15804,Greensburg Salem SD,4210920,PENNSYLVANIA
15805,Greater Johnstown SD,4210950,PENNSYLVANIA
15806,Greater Johnstown Career and Technology Center,4210970,PENNSYLVANIA
15807,Greater Latrobe SD,4210980,PENNSYLVANIA
15808,Greencastle-Antrim SD,4211010,PENNSYLVANIA
15809,Greenville Area SD,4211160,PENNSYLVANIA
15810,Greenwood SD,4211190,PENNSYLVANIA
15811,Grove City Area SD,4211220,PENNSYLVANIA
15812,Halifax Area SD,4211310,PENNSYLVANIA
15813,Hamburg Area SD,4211340,PENNSYLVANIA
15814,Hampton Township SD,4211400,PENNSYLVANIA
15815,Hanover Area SD,4211420,PENNSYLVANIA
15816,Hanover Public SD,4211450,PENNSYLVANIA
15817,Harbor Creek SD,4211490,PENNSYLVANIA
15818,Harmony Area SD,4211520,PENNSYLVANIA
15819,Harrisburg City SD,4211580,PENNSYLVANIA
15820,Hatboro-Horsham SD,4211610,PENNSYLVANIA
15821,Haverford Township SD,4211670,PENNSYLVANIA
15822,Hazleton Area SD,4211700,PENNSYLVANIA
15823,Saucon Valley SD,4211730,PENNSYLVANIA
15824,Hempfield Area SD,4211760,PENNSYLVANIA
15825,Hempfield SD,4211790,PENNSYLVANIA
15826,Hermitage SD,4211820,PENNSYLVANIA
15827,Highlands SD,4211880,PENNSYLVANIA
15828,Hollidaysburg Area SD,4211940,PENNSYLVANIA
15829,Hopewell Area SD,4212030,PENNSYLVANIA
15830,Huntingdon Area SD,4212090,PENNSYLVANIA
15831,Indiana Area SD,4212150,PENNSYLVANIA
15832,Interboro SD,4212170,PENNSYLVANIA
15833,Iroquois SD,4212210,PENNSYLVANIA
15834,Jamestown Area SD,4212300,PENNSYLVANIA
15835,Jeannette City SD,4212330,PENNSYLVANIA
15836,Jefferson County-DuBois Area Vocational-Technical School,4212335,PENNSYLVANIA
15837,Jefferson-Morgan SD,4212390,PENNSYLVANIA
15838,Jenkintown SD,4212420,PENNSYLVANIA
15839,Jersey Shore Area SD,4212480,PENNSYLVANIA
15840,Jim Thorpe Area SD,4212540,PENNSYLVANIA
15841,Johnsonburg Area SD,4212570,PENNSYLVANIA
15842,Juniata County SD,4212600,PENNSYLVANIA
15843,Juniata Valley SD,4212630,PENNSYLVANIA
15844,Kane Area SD,4212660,PENNSYLVANIA
15845,Kennett Consolidated SD,4212690,PENNSYLVANIA
15846,Keystone SD,4212720,PENNSYLVANIA
15847,Keystone Central SD,4212725,PENNSYLVANIA
15848,Keystone Oaks SD,4212750,PENNSYLVANIA
15849,Kiski Area SD,4212840,PENNSYLVANIA
15850,Kutztown Area SD,4212930,PENNSYLVANIA
15851,Lackawanna Trail SD,4212990,PENNSYLVANIA
15852,Lake-Lehman SD,4213020,PENNSYLVANIA
15853,Lakeland School District,4213050,PENNSYLVANIA
15854,Lakeview SD,4213080,PENNSYLVANIA
15855,Lampeter-Strasburg SD,4213110,PENNSYLVANIA
15856,Lancaster SD,4213140,PENNSYLVANIA
15857,Homer-Center SD,4213290,PENNSYLVANIA
15858,Laurel Highlands SD,4213320,PENNSYLVANIA
15859,Laurel SD,4213380,PENNSYLVANIA
15860,Lawrence County Career and Technical Center,4213390,PENNSYLVANIA
15861,Lebanon SD,4213440,PENNSYLVANIA
15862,Leechburg Area SD,4213470,PENNSYLVANIA
15863,Lehighton Area SD,4213500,PENNSYLVANIA
15864,Lewisburg Area SD,4213590,PENNSYLVANIA
15865,Ligonier Valley SD,4213710,PENNSYLVANIA
15866,Penn Cambria SD,4213770,PENNSYLVANIA
15867,Littlestown Area SD,4213980,PENNSYLVANIA
15868,Lower Dauphin SD,4214100,PENNSYLVANIA
15869,Lower Merion SD,4214160,PENNSYLVANIA
15870,Lower Moreland Township SD,4214190,PENNSYLVANIA
15871,Methacton SD,4214250,PENNSYLVANIA
15872,Loyalsock Township SD,4214310,PENNSYLVANIA
15873,Mahanoy Area SD,4214430,PENNSYLVANIA
15874,Line Mountain SD,4214460,PENNSYLVANIA
15875,Manheim Central SD,4214550,PENNSYLVANIA
15876,Manheim Township SD,4214580,PENNSYLVANIA
15877,Marion Center Area SD,4214730,PENNSYLVANIA
15878,Marple Newtown SD,4214760,PENNSYLVANIA
15879,Mars Area SD,4214790,PENNSYLVANIA
15880,Central Fulton SD,4214850,PENNSYLVANIA
15881,McGuffey SD,4214880,PENNSYLVANIA
15882,McKeesport Area SD,4214940,PENNSYLVANIA
15883,Mechanicsburg Area SD,4215030,PENNSYLVANIA
15884,Mercer Area SD,4215120,PENNSYLVANIA
15885,Meyersdale Area SD,4215150,PENNSYLVANIA
15886,Mid Valley SD,4215170,PENNSYLVANIA
15887,Midd-West SD,4215210,PENNSYLVANIA
15888,Middletown Area SD,4215240,PENNSYLVANIA
15889,Midland Borough SD,4215270,PENNSYLVANIA
15890,Mifflin County SD,4215290,PENNSYLVANIA
15891,Millcreek Township SD,4215330,PENNSYLVANIA
15892,Millersburg Area SD,4215360,PENNSYLVANIA
15893,Millville Area SD,4215450,PENNSYLVANIA
15894,Milton Area SD,4215480,PENNSYLVANIA
15895,Minersville Area SD,4215510,PENNSYLVANIA
15896,Mohawk Area SD,4215540,PENNSYLVANIA
15897,Monessen City SD,4215600,PENNSYLVANIA
15898,Montgomery Area SD,4215660,PENNSYLVANIA
15899,Montour SD,4215720,PENNSYLVANIA
15900,Montoursville Area SD,4215750,PENNSYLVANIA
15901,Montrose Area SD,4215810,PENNSYLVANIA
15902,Moon Area SD,4215830,PENNSYLVANIA
15903,Morrisville Borough SD,4215900,PENNSYLVANIA
15904,Moshannon Valley SD,4215960,PENNSYLVANIA
15905,Mount Carmel Area SD,4215990,PENNSYLVANIA
15906,Mount Union Area SD,4216020,PENNSYLVANIA
15907,Mountain View SD,4216050,PENNSYLVANIA
15908,Mt Lebanon SD,4216110,PENNSYLVANIA
15909,Mount Pleasant Area SD,4216170,PENNSYLVANIA
15910,Muhlenberg SD,4216200,PENNSYLVANIA
15911,Muncy SD,4216230,PENNSYLVANIA
15912,Greater Nanticoke Area SD,4216290,PENNSYLVANIA
15913,Nazareth Area SD,4216380,PENNSYLVANIA
15914,Neshaminy SD,4216410,PENNSYLVANIA
15915,Neshannock Township SD,4216440,PENNSYLVANIA
15916,Woodland Hills SD,4216500,PENNSYLVANIA
15917,New Brighton Area SD,4216530,PENNSYLVANIA
15918,New Castle Area SD,4216620,PENNSYLVANIA
15919,New Kensington-Arnold SD,4216740,PENNSYLVANIA
15920,New Hope-Solebury SD,4216860,PENNSYLVANIA
15921,Newport SD,4216890,PENNSYLVANIA
15922,Norristown Area SD,4216980,PENNSYLVANIA
15923,North Allegheny SD,4217010,PENNSYLVANIA
15924,Moniteau SD,4217100,PENNSYLVANIA
15925,North Clarion County SD,4217130,PENNSYLVANIA
15926,North East SD,4217160,PENNSYLVANIA
15927,North Hills SD,4217220,PENNSYLVANIA
15928,North Penn SD,4217280,PENNSYLVANIA
15929,North Pocono SD,4217310,PENNSYLVANIA
15930,Northampton Area SD,4217370,PENNSYLVANIA
15931,Riverside Beaver County SD,4217430,PENNSYLVANIA
15932,Northeast Bradford SD,4217460,PENNSYLVANIA
15933,Northeastern York SD,4217520,PENNSYLVANIA
15934,Northern Bedford County SD,4217580,PENNSYLVANIA
15935,Northern Cambria SD,4217610,PENNSYLVANIA
15936,Northern Lebanon SD,4217640,PENNSYLVANIA
15937,Northern Lehigh SD,4217670,PENNSYLVANIA
15938,Northern Potter SD,4217700,PENNSYLVANIA
15939,Northern Tioga SD,4217730,PENNSYLVANIA
15940,Northern York County SD,4217760,PENNSYLVANIA
15941,Northgate SD,4217770,PENNSYLVANIA
15942,Northwest Area SD,4217790,PENNSYLVANIA
15943,Northwestern Lehigh SD,4217850,PENNSYLVANIA
15944,Northwestern SD,4217880,PENNSYLVANIA
15945,Norwin SD,4217940,PENNSYLVANIA
15946,Octorara Area SD,4218030,PENNSYLVANIA
15947,Oil City Area SD,4218090,PENNSYLVANIA
15948,Old Forge SD,4218120,PENNSYLVANIA
15949,Oley Valley SD,4218150,PENNSYLVANIA
15950,Oswayo Valley SD,4218210,PENNSYLVANIA
15951,Otto-Eldred SD,4218240,PENNSYLVANIA
15952,Owen J Roberts SD,4218270,PENNSYLVANIA
15953,Oxford Area SD,4218300,PENNSYLVANIA
15954,Palisades SD,4218330,PENNSYLVANIA
15955,Palmerton Area SD,4218360,PENNSYLVANIA
15956,Palmyra Area SD,4218390,PENNSYLVANIA
15957,Panther Valley SD,4218450,PENNSYLVANIA
15958,Parkland SD,4218510,PENNSYLVANIA
15959,Pen Argyl Area SD,4218570,PENNSYLVANIA
15960,Penn-Delco SD,4218580,PENNSYLVANIA
15961,Penn Hills SD,4218590,PENNSYLVANIA
15962,Penn Manor SD,4218630,PENNSYLVANIA
15963,Penn-Trafford SD,4218660,PENNSYLVANIA
15964,Penncrest SD,4218740,PENNSYLVANIA
15965,Pennridge SD,4218750,PENNSYLVANIA
15966,Penns Manor Area SD,4218780,PENNSYLVANIA
15967,Penns Valley Area SD,4218810,PENNSYLVANIA
15968,Pennsbury SD,4218840,PENNSYLVANIA
15969,Pequea Valley SD,4218900,PENNSYLVANIA
15970,Perkiomen Valley SD,4218930,PENNSYLVANIA
15971,Peters Township SD,4218960,PENNSYLVANIA
15972,Philadelphia City SD,4218990,PENNSYLVANIA
15973,Philipsburg-Osceola Area SD,4219020,PENNSYLVANIA
15974,Phoenixville Area SD,4219050,PENNSYLVANIA
15975,Pine Grove Area SD,4219140,PENNSYLVANIA
15976,Pittsburgh SD,4219170,PENNSYLVANIA
15977,Pittston Area SD,4219200,PENNSYLVANIA
15978,Pleasant Valley SD,4219290,PENNSYLVANIA
15979,Plum Borough SD,4219350,PENNSYLVANIA
15980,Colonial SD,4219470,PENNSYLVANIA
15981,Pocono Mountain SD,4219500,PENNSYLVANIA
15982,Port Allegany SD,4219530,PENNSYLVANIA
15983,Portage Area SD,4219560,PENNSYLVANIA
15984,Pottsgrove SD,4219650,PENNSYLVANIA
15985,Pottstown SD,4219680,PENNSYLVANIA
15986,Pottsville Area SD,4219710,PENNSYLVANIA
15987,Punxsutawney Area SD,4219800,PENNSYLVANIA
15988,Purchase Line SD,4219830,PENNSYLVANIA
15989,Quaker Valley SD,4219860,PENNSYLVANIA
15990,Quakertown Community SD,4219890,PENNSYLVANIA
15991,Radnor Township SD,4219920,PENNSYLVANIA
15992,Reading SD,4220040,PENNSYLVANIA
15993,Red Lion Area SD,4220100,PENNSYLVANIA
15994,Redbank Valley SD,4220130,PENNSYLVANIA
15995,Reynolds SD,4220220,PENNSYLVANIA
15996,Richland SD,4220250,PENNSYLVANIA
15997,Ridgway Area SD,4220310,PENNSYLVANIA
15998,Ridley SD,4220370,PENNSYLVANIA
15999,Ringgold SD,4220400,PENNSYLVANIA
16000,Riverview SD,4220430,PENNSYLVANIA
16001,Rochester Area SD,4220460,PENNSYLVANIA
16002,Rockwood Area SD,4220520,PENNSYLVANIA
16003,Rose Tree Media SD,4220550,PENNSYLVANIA
16004,South Fayette Township SD,4220580,PENNSYLVANIA
16005,Saint Marys Area SD,4220640,PENNSYLVANIA
16006,Salisbury Township SD,4220730,PENNSYLVANIA
16007,Salisbury-Elk Lick SD,4220760,PENNSYLVANIA
16008,Sayre Area SD,4220850,PENNSYLVANIA
16009,Schuylkill Haven Area SD,4220910,PENNSYLVANIA
16010,Schuylkill Valley SD,4220970,PENNSYLVANIA
16011,Scranton SD,4221090,PENNSYLVANIA
16012,Selinsgrove Area SD,4221120,PENNSYLVANIA
16013,Yough SD,4221150,PENNSYLVANIA
16014,Shade-Central City SD,4221180,PENNSYLVANIA
16015,Shaler Area SD,4221200,PENNSYLVANIA
16016,Shamokin Area SD,4221240,PENNSYLVANIA
16017,Shanksville-Stonycreek SD,4221270,PENNSYLVANIA
16018,Sharon City SD,4221330,PENNSYLVANIA
16019,Sharpsville Area SD,4221420,PENNSYLVANIA
16020,Shenandoah Valley SD,4221490,PENNSYLVANIA
16021,Shenango Area SD,4221510,PENNSYLVANIA
16022,Shikellamy SD,4221540,PENNSYLVANIA
16023,Shippensburg Area SD,4221570,PENNSYLVANIA
16024,Slippery Rock Area SD,4221660,PENNSYLVANIA
16025,Smethport Area SD,4221690,PENNSYLVANIA
16026,Solanco SD,4221810,PENNSYLVANIA
16027,Somerset Area SD,4221840,PENNSYLVANIA
16028,Souderton Area SD,4221870,PENNSYLVANIA
16029,South Allegheny SD,4221910,PENNSYLVANIA
16030,Knoch SD,4221930,PENNSYLVANIA
16031,South Middleton SD,4222050,PENNSYLVANIA
16032,South Park SD,4222060,PENNSYLVANIA
16033,South Williamsport Area SD,4222140,PENNSYLVANIA
16034,South Eastern SD,4222170,PENNSYLVANIA
16035,Southeastern Greene SD,4222200,PENNSYLVANIA
16036,South Side Area SD,4222230,PENNSYLVANIA
16037,Southern Columbia Area SD,4222260,PENNSYLVANIA
16038,Southern Fulton SD,4222290,PENNSYLVANIA
16039,Southern Huntingdon County SD,4222320,PENNSYLVANIA
16040,Southern Lehigh SD,4222350,PENNSYLVANIA
16041,Southern Tioga SD,4222370,PENNSYLVANIA
16042,Southern York County SD,4222380,PENNSYLVANIA
16043,Southeast Delco SD,4222400,PENNSYLVANIA
16044,Southmoreland SD,4222410,PENNSYLVANIA
16045,Seneca Valley SD,4222440,PENNSYLVANIA
16046,South Western SD,4222470,PENNSYLVANIA
16047,Spring Cove SD,4222530,PENNSYLVANIA
16048,Spring-Ford Area SD,4222560,PENNSYLVANIA
16049,Spring Grove Area SD,4222590,PENNSYLVANIA
16050,Springfield SD,4222600,PENNSYLVANIA
16051,Springfield Township SD,4222620,PENNSYLVANIA
16052,Saint Clair Area SD,4222710,PENNSYLVANIA
16053,Tuscarora SD,4222740,PENNSYLVANIA
16054,State College Area SD,4222770,PENNSYLVANIA
16055,Steel Valley SD,4222790,PENNSYLVANIA
16056,Steelton-Highspire SD,4222800,PENNSYLVANIA
16057,Sto-Rox SD,4222830,PENNSYLVANIA
16058,Stroudsburg Area SD,4222860,PENNSYLVANIA
16059,Sullivan County SD,4222920,PENNSYLVANIA
16060,Susquehanna Community SD,4222980,PENNSYLVANIA
16061,Susquehanna Township SD,4223010,PENNSYLVANIA
16062,Susquenita SD,4223040,PENNSYLVANIA
16063,Tamaqua Area SD,4223220,PENNSYLVANIA
16064,Riverside SD,4223250,PENNSYLVANIA
16065,Titusville Area SD,4223490,PENNSYLVANIA
16066,Towanda Area SD,4223550,PENNSYLVANIA
16067,Tredyffrin-Easttown SD,4223640,PENNSYLVANIA
16068,Tri-Valley SD,4223700,PENNSYLVANIA
16069,Trinity Area SD,4223760,PENNSYLVANIA
16070,Troy Area SD,4223790,PENNSYLVANIA
16071,Tulpehocken Area SD,4223820,PENNSYLVANIA
16072,Tunkhannock Area SD,4223850,PENNSYLVANIA
16073,Turkeyfoot Valley Area SD,4223880,PENNSYLVANIA
16074,Tussey Mountain SD,4223970,PENNSYLVANIA
16075,Twin Valley SD,4224000,PENNSYLVANIA
