,LEA_NAME,LEAID,STATENAME
7422,Springfield Preparatory Charter School (District),2500557,MASSACHUSETTS
7423,New Heights Charter School of Brockton (District),2500559,MASSACHUSETTS
7424,Southeastern Mass. Educational Collaborative (SMEC),2500560,MASSACHUSETTS
7425,READS Collaborative,2500561,MASSACHUSETTS
7426,Northshore Education Consortium,2500562,MASSACHUSETTS
7427,Cape Cod Collaborative,2500563,MASSACHUSETTS
7428,Central Massachusetts SPED Collaborative,2500565,MASSACHUSETTS
7429,The Education Cooperative (TEC),2500566,MASSACHUSETTS
7430,Collaborative for Educational Services,2500567,MASSACHUSETTS
7431,Pilgrim Area Collaborative (PAC),2500568,MASSACHUSETTS
7432,Valley Collaborative,2500569,MASSACHUSETTS
7433,CAPS Education Collaborative,2500570,MASSACHUSETTS
7434,Southern Worcester County Educational Collaborative,2500571,MASSACHUSETTS
7435,Assabet Valley Collaborative,2500572,MASSACHUSETTS
7436,SEEM Collaborative,2500573,MASSACHUSETTS
7437,LABBB Collaborative,2500574,MASSACHUSETTS
7438,Keystone Educational Collaborative,2500575,MASSACHUSETTS
7439,North River Collaborative,2500577,MASSACHUSETTS
7440,ACCEPT Education Collaborative,2500578,MASSACHUSETTS
7441,South Coast Educational Collaborative,2500579,MASSACHUSETTS
7442,C.A.S.E. Concord Area SPED Collaborative,2500580,MASSACHUSETTS
7443,South Shore Educational Collaborative (SSEC),2500581,MASSACHUSETTS
7444,Bi-County Collaborative (BICO),2500582,MASSACHUSETTS
7445,Shore Educational Collaborative,2500583,MASSACHUSETTS
7446,Lower Pioneer Valley Educational Collaborative,2500584,MASSACHUSETTS
7447,Collaborative for Regional Educational Service and Training,2500585,MASSACHUSETTS
7448,Libertas Academy Charter School (District),2500586,MASSACHUSETTS
7449,Old Sturbridge Academy Charter Public School (District),2500587,MASSACHUSETTS
7450,Hampden Charter School of Science West (District),2500588,MASSACHUSETTS
7451,Map Academy Charter School (District),2500589,MASSACHUSETTS
7452,Phoenix Academy Public Charter High School Lawrence (Distric,2500590,MASSACHUSETTS
7453,Abington,2501650,MASSACHUSETTS
7454,Acton-Boxborough,2501710,MASSACHUSETTS
7455,Acushnet,2501740,MASSACHUSETTS
7456,Hoosac Valley Regional,2501780,MASSACHUSETTS
7457,Agawam,2501800,MASSACHUSETTS
7458,Amesbury,2501860,MASSACHUSETTS
7459,Amherst,2501890,MASSACHUSETTS
7460,Amherst-Pelham,2501920,MASSACHUSETTS
7461,Andover,2501950,MASSACHUSETTS
7462,Arlington,2501980,MASSACHUSETTS
7463,Ashburnham-Westminster,2502040,MASSACHUSETTS
7464,Ashland,2502100,MASSACHUSETTS
7465,Assabet Valley Regional Vocational Technical,2502110,MASSACHUSETTS
7466,Athol-Royalston,2502160,MASSACHUSETTS
7467,Attleboro,2502190,MASSACHUSETTS
7468,Auburn,2502220,MASSACHUSETTS
7469,Avon,2502250,MASSACHUSETTS
7470,Barnstable,2502310,MASSACHUSETTS
7471,Bedford,2502400,MASSACHUSETTS
7472,Belchertown,2502430,MASSACHUSETTS
7473,Bellingham,2502460,MASSACHUSETTS
7474,Belmont,2502490,MASSACHUSETTS
7475,Berkley,2502520,MASSACHUSETTS
7476,Berkshire Hills,2502530,MASSACHUSETTS
7477,Berlin-Boylston,2502580,MASSACHUSETTS
7478,Beverly,2502640,MASSACHUSETTS
7479,Billerica,2502670,MASSACHUSETTS
7480,Blackstone Valley Regional Vocational Technical,2502710,MASSACHUSETTS
7481,Blackstone-Millville,2502715,MASSACHUSETTS
7482,Blue Hills Regional Vocational Technical,2502740,MASSACHUSETTS
7483,Boston,2502790,MASSACHUSETTS
7484,Bourne,2502820,MASSACHUSETTS
7485,Boxford,2502880,MASSACHUSETTS
7486,Braintree,2502940,MASSACHUSETTS
7487,Brewster,2502970,MASSACHUSETTS
7488,Bridgewater-Raynham,2503030,MASSACHUSETTS
7489,Brimfield,2503060,MASSACHUSETTS
7490,Bristol County Agricultural,2503070,MASSACHUSETTS
7491,Bristol-Plymouth Regional Vocational Technical,2503080,MASSACHUSETTS
7492,Brockton,2503090,MASSACHUSETTS
7493,Brookfield,2503120,MASSACHUSETTS
7494,Brookline,2503150,MASSACHUSETTS
7495,Burlington,2503240,MASSACHUSETTS
7496,Cambridge,2503270,MASSACHUSETTS
7497,Canton,2503300,MASSACHUSETTS
7498,Cape Cod Regional Vocational Technical,2503310,MASSACHUSETTS
7499,Carlisle,2503330,MASSACHUSETTS
7500,Carver,2503360,MASSACHUSETTS
7501,Central Berkshire,2503390,MASSACHUSETTS
7502,Chelmsford,2503510,MASSACHUSETTS
7503,Chelsea,2503540,MASSACHUSETTS
7504,Chicopee,2503660,MASSACHUSETTS
7505,Clarksburg,2503720,MASSACHUSETTS
7506,Clinton,2503750,MASSACHUSETTS
7507,Cohasset,2503780,MASSACHUSETTS
7508,Concord,2503840,MASSACHUSETTS
7509,Concord-Carlisle,2503870,MASSACHUSETTS
7510,Conway,2503900,MASSACHUSETTS
7511,Danvers,2503990,MASSACHUSETTS
7512,Dartmouth,2504020,MASSACHUSETTS
7513,Dedham,2504050,MASSACHUSETTS
7514,Deerfield,2504080,MASSACHUSETTS
7515,Dennis-Yarmouth,2504140,MASSACHUSETTS
7516,Dighton-Rehoboth,2504200,MASSACHUSETTS
7517,Douglas,2504230,MASSACHUSETTS
7518,Dover,2504260,MASSACHUSETTS
7519,Dover-Sherborn,2504290,MASSACHUSETTS
7520,Dracut,2504320,MASSACHUSETTS
7521,Dudley-Charlton Reg,2504360,MASSACHUSETTS
7522,Duxbury,2504410,MASSACHUSETTS
7523,East Bridgewater,2504440,MASSACHUSETTS
7524,East Longmeadow,2504500,MASSACHUSETTS
7525,Eastham,2504530,MASSACHUSETTS
7526,Nauset,2504560,MASSACHUSETTS
7527,Easthampton,2504590,MASSACHUSETTS
7528,Easton,2504620,MASSACHUSETTS
7529,Oak Bluffs,2504650,MASSACHUSETTS
7530,Erving,2504710,MASSACHUSETTS
7531,Everett,2504770,MASSACHUSETTS
7532,Fairhaven,2504800,MASSACHUSETTS
7533,Fall River,2504830,MASSACHUSETTS
7534,Falmouth,2504860,MASSACHUSETTS
7535,Fitchburg,2504890,MASSACHUSETTS
7536,Florida,2504920,MASSACHUSETTS
7537,Foxborough,2504950,MASSACHUSETTS
7538,Framingham,2504980,MASSACHUSETTS
7539,Franklin,2505010,MASSACHUSETTS
7540,Franklin County Regional Vocational Technical,2505020,MASSACHUSETTS
7541,Freetown-Lakeville,2505070,MASSACHUSETTS
7542,Frontier,2505100,MASSACHUSETTS
7543,Gardner,2505130,MASSACHUSETTS
7544,Gateway,2505160,MASSACHUSETTS
7545,Georgetown,2505220,MASSACHUSETTS
7546,Gill-Montague,2505270,MASSACHUSETTS
7547,Gloucester,2505280,MASSACHUSETTS
7548,Gosnold,2505340,MASSACHUSETTS
7549,Grafton,2505370,MASSACHUSETTS
7550,Granby,2505400,MASSACHUSETTS
7551,Greater Lawrence Regional Vocational Technical,2505470,MASSACHUSETTS
7552,Greater Lowell Regional Vocational Technical,2505480,MASSACHUSETTS
7553,Greater Fall River Regional Vocational Technical,2505485,MASSACHUSETTS
7554,Greenfield,2505490,MASSACHUSETTS
7555,Groton-Dunstable,2505500,MASSACHUSETTS
7556,Hadley,2505580,MASSACHUSETTS
7557,Halifax,2505610,MASSACHUSETTS
7558,Hamilton-Wenham,2505670,MASSACHUSETTS
7559,Hampden-Wilbraham,2505730,MASSACHUSETTS
7560,Hampshire,2505740,MASSACHUSETTS
7561,Hancock,2505760,MASSACHUSETTS
7562,Hanover,2505790,MASSACHUSETTS
7563,Harvard,2505880,MASSACHUSETTS
7564,Hatfield,2505940,MASSACHUSETTS
7565,Haverhill,2505970,MASSACHUSETTS
7566,Hawlemont,2506000,MASSACHUSETTS
7567,Hingham,2506090,MASSACHUSETTS
7568,Holbrook,2506150,MASSACHUSETTS
7569,Holland,2506210,MASSACHUSETTS
7570,Holliston,2506240,MASSACHUSETTS
7571,Holyoke,2506270,MASSACHUSETTS
7572,Hopedale,2506300,MASSACHUSETTS
7573,Hopkinton,2506330,MASSACHUSETTS
7574,Hudson,2506390,MASSACHUSETTS
7575,Hull,2506420,MASSACHUSETTS
7576,Ipswich,2506480,MASSACHUSETTS
7577,King Philip,2506510,MASSACHUSETTS
7578,Kingston,2506540,MASSACHUSETTS
7579,Lawrence,2506660,MASSACHUSETTS
7580,Lee,2506690,MASSACHUSETTS
7581,Leicester,2506720,MASSACHUSETTS
7582,Lenox,2506750,MASSACHUSETTS
7583,Leominster,2506780,MASSACHUSETTS
7584,Leverett,2506810,MASSACHUSETTS
7585,Lexington,2506840,MASSACHUSETTS
7586,Lincoln,2506900,MASSACHUSETTS
7587,Lincoln-Sudbury,2506930,MASSACHUSETTS
7588,Littleton,2506960,MASSACHUSETTS
7589,Longmeadow,2506990,MASSACHUSETTS
7590,Lowell,2507020,MASSACHUSETTS
7591,Ludlow,2507050,MASSACHUSETTS
7592,Lunenburg,2507080,MASSACHUSETTS
7593,Lynn,2507110,MASSACHUSETTS
7594,Lynnfield,2507140,MASSACHUSETTS
7595,Malden,2507170,MASSACHUSETTS
7596,Mansfield,2507230,MASSACHUSETTS
7597,Marblehead,2507260,MASSACHUSETTS
7598,Marion,2507290,MASSACHUSETTS
7599,Marlborough,2507320,MASSACHUSETTS
7600,Marshfield,2507350,MASSACHUSETTS
7601,Martha's Vineyard,2507380,MASSACHUSETTS
7602,Masconomet,2507410,MASSACHUSETTS
7603,Mashpee,2507440,MASSACHUSETTS
7604,Mattapoisett,2507470,MASSACHUSETTS
7605,Maynard,2507500,MASSACHUSETTS
7606,Medfield,2507530,MASSACHUSETTS
7607,Medford,2507560,MASSACHUSETTS
7608,Medway,2507590,MASSACHUSETTS
7609,Melrose,2507620,MASSACHUSETTS
7610,Mendon-Upton,2507680,MASSACHUSETTS
7611,Methuen,2507740,MASSACHUSETTS
7612,Middleborough,2507770,MASSACHUSETTS
7613,Middleton,2507830,MASSACHUSETTS
7614,Milford,2507860,MASSACHUSETTS
7615,Millbury,2507890,MASSACHUSETTS
7616,Millis,2507920,MASSACHUSETTS
7617,Milton,2507980,MASSACHUSETTS
7618,Minuteman Regional Vocational Technical,2507985,MASSACHUSETTS
7619,Mohawk Trail,2507990,MASSACHUSETTS
7620,Monson,2508040,MASSACHUSETTS
7621,Montachusett Regional Vocational Technical,2508050,MASSACHUSETTS
7622,Mount Greylock,2508160,MASSACHUSETTS
7623,Nahant,2508220,MASSACHUSETTS
7624,Nantucket,2508250,MASSACHUSETTS
7625,Narragansett,2508280,MASSACHUSETTS
7626,Nashoba,2508310,MASSACHUSETTS
7627,Nashoba Valley Regional Vocational Technical,2508320,MASSACHUSETTS
7628,Natick,2508340,MASSACHUSETTS
7629,Needham,2508370,MASSACHUSETTS
7630,New Bedford,2508430,MASSACHUSETTS
7631,Greater New Bedford Regional Vocational Technical,2508440,MASSACHUSETTS
7632,New Salem-Wendell,2508530,MASSACHUSETTS
7633,Newburyport,2508580,MASSACHUSETTS
7634,Newton,2508610,MASSACHUSETTS
7635,Norfolk,2508640,MASSACHUSETTS
7636,Norfolk County Agricultural,2508650,MASSACHUSETTS
7637,North Adams,2508670,MASSACHUSETTS
7638,North Andover,2508700,MASSACHUSETTS
7639,North Attleborough,2508730,MASSACHUSETTS
7640,North Brookfield,2508760,MASSACHUSETTS
7641,North Middlesex,2508790,MASSACHUSETTS
7642,North Reading,2508820,MASSACHUSETTS
7643,Northampton,2508850,MASSACHUSETTS
7644,Northampton-Smith Vocational Agricultural,2508860,MASSACHUSETTS
7645,Northborough,2508880,MASSACHUSETTS
7646,Northboro-Southboro,2508910,MASSACHUSETTS
7647,Northbridge,2508940,MASSACHUSETTS
7648,Northern Berkshire Regional Vocational Technical,2508950,MASSACHUSETTS
7649,Northeast Metropolitan Regional Vocational Technical,2508960,MASSACHUSETTS
7650,Norton,2509000,MASSACHUSETTS
7651,Norwell,2509030,MASSACHUSETTS
7652,Norwood,2509060,MASSACHUSETTS
7653,Edgartown,2509090,MASSACHUSETTS
7654,Old Colony Regional Vocational Technical,2509140,MASSACHUSETTS
7655,Old Rochester,2509150,MASSACHUSETTS
7656,Orange,2509180,MASSACHUSETTS
7657,Orleans,2509210,MASSACHUSETTS
7658,Oxford,2509270,MASSACHUSETTS
7659,Palmer,2509300,MASSACHUSETTS
7660,Pathfinder Regional Vocational Technical,2509310,MASSACHUSETTS
7661,Peabody,2509360,MASSACHUSETTS
7662,Pelham,2509390,MASSACHUSETTS
7663,Pembroke,2509420,MASSACHUSETTS
7664,Pentucket,2509450,MASSACHUSETTS
7665,Petersham,2509540,MASSACHUSETTS
7666,Pioneer Valley,2509600,MASSACHUSETTS
7667,Pittsfield,2509630,MASSACHUSETTS
7668,Plainville,2509690,MASSACHUSETTS
7669,Plymouth,2509720,MASSACHUSETTS
7670,Plympton,2509780,MASSACHUSETTS
7671,Provincetown,2509840,MASSACHUSETTS
7672,Quincy,2509870,MASSACHUSETTS
7673,Ralph C Mahar,2509900,MASSACHUSETTS
7674,Randolph,2509930,MASSACHUSETTS
7675,Reading,2509990,MASSACHUSETTS
7676,Revere,2510050,MASSACHUSETTS
7677,Richmond,2510080,MASSACHUSETTS
7678,Rochester,2510140,MASSACHUSETTS
7679,Rockland,2510170,MASSACHUSETTS
7680,Rockport,2510200,MASSACHUSETTS
7681,Rowe,2510230,MASSACHUSETTS
7682,Salem,2510380,MASSACHUSETTS
7683,Sandwich,2510470,MASSACHUSETTS
7684,Saugus,2510500,MASSACHUSETTS
7685,Savoy,2510530,MASSACHUSETTS
7686,Scituate,2510560,MASSACHUSETTS
7687,Seekonk,2510590,MASSACHUSETTS
7688,Shawsheen Valley Regional Vocational Technical,2510615,MASSACHUSETTS
7689,Sharon,2510620,MASSACHUSETTS
7690,Sherborn,2510710,MASSACHUSETTS
7691,Shrewsbury,2510770,MASSACHUSETTS
7692,Shutesbury,2510800,MASSACHUSETTS
7693,Silver Lake,2510830,MASSACHUSETTS
7694,Somerset,2510860,MASSACHUSETTS
7695,Somerville,2510890,MASSACHUSETTS
7696,South Hadley,2510920,MASSACHUSETTS
7697,South Shore Regional Vocational Technical,2510930,MASSACHUSETTS
7698,Southampton,2510950,MASSACHUSETTS
7699,Southborough,2510980,MASSACHUSETTS
7700,Southbridge,2511010,MASSACHUSETTS
7701,Southeastern Regional Vocational Technical,2511020,MASSACHUSETTS
7702,Southern Berkshire,2511040,MASSACHUSETTS
7703,Southern Worcester County Regional Vocational District,2511050,MASSACHUSETTS
7704,South Middlesex Regional Vocational Technical,2511060,MASSACHUSETTS
7705,Springfield,2511130,MASSACHUSETTS
7706,Institutional Schools,2511150,MASSACHUSETTS
7707,Stoneham,2511220,MASSACHUSETTS
7708,Stoughton,2511250,MASSACHUSETTS
7709,Sturbridge,2511310,MASSACHUSETTS
7710,Sudbury,2511340,MASSACHUSETTS
7711,Sunderland,2511370,MASSACHUSETTS
7712,Sutton,2511400,MASSACHUSETTS
7713,Swampscott,2511430,MASSACHUSETTS
7714,Swansea,2511460,MASSACHUSETTS
7715,Tantasqua,2511490,MASSACHUSETTS
7716,Taunton,2511520,MASSACHUSETTS
7717,Tewksbury,2511580,MASSACHUSETTS
7718,Topsfield,2511670,MASSACHUSETTS
7719,Truro,2511730,MASSACHUSETTS
7720,Tri-County Regional Vocational Technical,2511735,MASSACHUSETTS
7721,Triton,2511740,MASSACHUSETTS
7722,Tyngsborough,2511760,MASSACHUSETTS
7723,Upper Cape Cod Regional Vocational Technical,2511800,MASSACHUSETTS
7724,Uxbridge,2511850,MASSACHUSETTS
7725,Wachusett,2511880,MASSACHUSETTS
7726,Wakefield,2511910,MASSACHUSETTS
7727,Wales,2511940,MASSACHUSETTS
7728,Walpole,2511970,MASSACHUSETTS
7729,Waltham,2512000,MASSACHUSETTS
7730,Ware,2512030,MASSACHUSETTS
7731,Wareham,2512060,MASSACHUSETTS
7732,Quaboag Regional,2512100,MASSACHUSETTS
7733,Watertown,2512180,MASSACHUSETTS
7734,Wayland,2512210,MASSACHUSETTS
7735,Webster,2512240,MASSACHUSETTS
7736,Wellesley,2512270,MASSACHUSETTS
7737,Wellfleet,2512300,MASSACHUSETTS
7738,West Boylston,2512390,MASSACHUSETTS
7739,West Bridgewater,2512420,MASSACHUSETTS
7740,West Springfield,2512510,MASSACHUSETTS
7741,Tisbury,2512570,MASSACHUSETTS
7742,Westborough,2512600,MASSACHUSETTS
7743,Westfield,2512630,MASSACHUSETTS
7744,Westford,2512660,MASSACHUSETTS
7745,Westhampton,2512690,MASSACHUSETTS
7746,Weston,2512750,MASSACHUSETTS
7747,Westport,2512780,MASSACHUSETTS
7748,Westwood,2512810,MASSACHUSETTS
7749,Weymouth,2512840,MASSACHUSETTS
7750,Whately,2512870,MASSACHUSETTS
7751,Whitman-Hanson,2512930,MASSACHUSETTS
7752,Whittier Regional Vocational Technical,2512950,MASSACHUSETTS
7753,Williamsburg,2512990,MASSACHUSETTS
7754,Wilmington,2513050,MASSACHUSETTS
7755,Winchendon,2513080,MASSACHUSETTS
7756,Winchester,2513110,MASSACHUSETTS
7757,Winthrop,2513170,MASSACHUSETTS
7758,Woburn,2513200,MASSACHUSETTS
7759,Worcester,2513230,MASSACHUSETTS
7760,Worthington,2513260,MASSACHUSETTS
7761,Wrentham,2513290,MASSACHUSETTS
7762,Farmington River Reg,2513321,MASSACHUSETTS
7763,Worcester Cultural Academy Charter Public School,2513322,MASSACHUSETTS
7764,Warwick,2513323,MASSACHUSETTS
7765,Michigan Department of Corrections,2600001,MICHIGAN
7766,Michigan Department of Human Services,2600004,MICHIGAN
7767,Battle Creek Public Schools,2600005,MICHIGAN
7768,Bessemer Area School District,2600006,MICHIGAN
7769,Harbor Beach Community Schools,2600007,MICHIGAN
7770,Sigel Township S/D #3F,2600010,MICHIGAN
7771,Sigel Township S/D #4F,2600011,MICHIGAN
7772,St. Ignace Area Schools,2600012,MICHIGAN
7773,Marquette Area Public Schools,2600013,MICHIGAN
7774,Ewen-Trout Creek Consolidated School District,2600014,MICHIGAN
7775,Wayne-Westland Community School District,2600015,MICHIGAN
7776,Crestwood School District,2600016,MICHIGAN
7777,Bad Axe Public Schools,2600017,MICHIGAN
7778,L'Anse Area Schools,2600018,MICHIGAN
7779,Superior Central School District,2600019,MICHIGAN
7780,Windover High School,2600020,MICHIGAN
7781,Bay-Arenac Community High School,2600067,MICHIGAN
7782,Pansophia Academy,2600068,MICHIGAN
7783,Concord Academy - Boyne,2600069,MICHIGAN
7784,Charlevoix Academy,2600070,MICHIGAN
7785,Joseph K. Lumsden Bahweting Anishnabe Academy,2600071,MICHIGAN
7786,Island City Academy,2600073,MICHIGAN
7787,Concord Academy - Petoskey,2600074,MICHIGAN
7788,Woodland Park Academy,2600076,MICHIGAN
7789,Woodland School,2600078,MICHIGAN
7790,Cole Academy,2600079,MICHIGAN
7791,Mid-Michigan Leadership Academy,2600082,MICHIGAN
7792,Renaissance Public School Academy,2600087,MICHIGAN
7793,Da Vinci Schools,2600088,MICHIGAN
7794,New Branches Charter Academy,2600090,MICHIGAN
7795,West MI Academy of Environmental Science,2600092,MICHIGAN
7796,Excel Charter Academy,2600093,MICHIGAN
7797,Byron Center Charter School,2600096,MICHIGAN
7798,Vista Charter Academy,2600097,MICHIGAN
7799,Vanguard Charter Academy,2600098,MICHIGAN
7800,Kensington Woods Schools,2600099,MICHIGAN
7801,Charyl Stockwell Academy,2600100,MICHIGAN
7802,Macomb Academy,2600101,MICHIGAN
7803,Nah Tah Wahsh Public School Academy,2600103,MICHIGAN
7804,Big Jackson School District,2600105,MICHIGAN
7805,AGBU Alex-Marie Manoogian School,2600106,MICHIGAN
7806,Walden Green Montessori,2600112,MICHIGAN
7807,West MI Academy of Arts and Academics,2600113,MICHIGAN
7808,Black River Public School,2600114,MICHIGAN
7809,Vanderbilt Charter Academy,2600115,MICHIGAN
7810,Honey Creek Community School,2600121,MICHIGAN
7811,Plymouth Educational Center Charter School,2600125,MICHIGAN
7812,Martin Luther King Jr. Education Center Academy,2600131,MICHIGAN
7813,Eaton Academy,2600136,MICHIGAN
7814,River Heights Academy,2600137,MICHIGAN
7815,Cesar Chavez Academy,2600139,MICHIGAN
7816,Commonwealth Community Development Academy,2600140,MICHIGAN
7817,Countryside Academy,2600142,MICHIGAN
7818,Hillsdale Preparatory School,2600143,MICHIGAN
7819,Flat River Academy,2600145,MICHIGAN
7820,Knapp Charter Academy,2600148,MICHIGAN
7821,Walker Charter Academy,2600149,MICHIGAN
7822,Cross Creek Charter Academy,2600150,MICHIGAN
7823,Chatfield School,2600151,MICHIGAN
7824,Casman Alternative Academy,2600152,MICHIGAN
7825,North Star Montessori Academy,2600153,MICHIGAN
7826,Pontiac Academy for Excellence,2600156,MICHIGAN
7827,Great Lakes Academy,2600157,MICHIGAN
7828,Eagle Crest Charter Academy,2600159,MICHIGAN
7829,Saginaw Preparatory Academy,2600161,MICHIGAN
7830,Central Academy,2600163,MICHIGAN
7831,Washtenaw Technical Middle College,2600164,MICHIGAN
7832,Academy for Business and Technology,2600166,MICHIGAN
7833,Chandler Park Academy,2600168,MICHIGAN
7834,Marvin L. Winans Academy of Performing Arts,2600169,MICHIGAN
7835,Detroit Community Schools,2600170,MICHIGAN
7836,Henry Ford Academy,2600171,MICHIGAN
7837,The Dearborn Academy,2600173,MICHIGAN
7838,Detroit Academy of Arts and Sciences,2600174,MICHIGAN
7839,Dove Academy of Detroit,2600175,MICHIGAN
7840,Barack Obama Leadership Academy,2600178,MICHIGAN
7841,Arbor Academy,2600181,MICHIGAN
7842,Will Carleton Charter School Academy,2600182,MICHIGAN
7843,Oakland Academy,2600184,MICHIGAN
7844,William C. Abney Academy,2600185,MICHIGAN
7845,Crossroads Charter Academy,2600186,MICHIGAN
7846,Benton Harbor Charter School Academy,2600191,MICHIGAN
7847,Endeavor Charter Academy,2600192,MICHIGAN
7848,Grand Blanc Academy,2600193,MICHIGAN
7849,Northridge Academy,2600194,MICHIGAN
7850,International Academy of Flint,2600195,MICHIGAN
7851,Linden Charter Academy,2600197,MICHIGAN
7852,White Pine Academy,2600200,MICHIGAN
7853,Windemere Park Charter Academy,2600203,MICHIGAN
7854,Paragon Charter Academy,2600204,MICHIGAN
7855,Paramount Charter Academy,2600206,MICHIGAN
7856,Creative Technologies Academy,2600207,MICHIGAN
7857,Ridge Park Charter Academy,2600208,MICHIGAN
7858,Chandler Woods Charter Academy,2600209,MICHIGAN
7859,Michigan Collegiate,2600210,MICHIGAN
7860,Huron Academy,2600211,MICHIGAN
7861,New Bedford Academy,2600213,MICHIGAN
7862,Timberland Academy,2600214,MICHIGAN
7863,Dr. Joseph F. Pollack Academic Center of Excellence,2600215,MICHIGAN
7864,Holly Academy,2600216,MICHIGAN
7865,Oakland International Academy,2600217,MICHIGAN
7866,Francis Reh PSA,2600218,MICHIGAN
7867,North Saginaw Charter Academy,2600219,MICHIGAN
7868,Landmark Academy,2600220,MICHIGAN
7869,South Arbor Charter Academy,2600223,MICHIGAN
7870,George Crockett Academy,2600224,MICHIGAN
7871,Summit Academy North,2600225,MICHIGAN
7872,Voyageur Academy,2600227,MICHIGAN
7873,Star International Academy,2600228,MICHIGAN
7874,Hope Academy,2600229,MICHIGAN
7875,Weston Preparatory Academy,2600230,MICHIGAN
7876,Detroit Edison Public School Academy,2600232,MICHIGAN
7877,David Ellis Academy,2600234,MICHIGAN
7878,Universal Academy,2600237,MICHIGAN
7879,Detroit Service Learning Academy,2600239,MICHIGAN
7880,Old Redford Academy,2600242,MICHIGAN
7881,Hope of Detroit Academy,2600243,MICHIGAN
7882,Joy Preparatory Academy,2600244,MICHIGAN
7883,West Village Academy,2600245,MICHIGAN
7884,George Washington Carver Academy,2600249,MICHIGAN
7885,Marshall Academy,2600250,MICHIGAN
7886,Burton Glen Charter Academy,2600251,MICHIGAN
7887,Grand Rapids Child Discovery Center,2600252,MICHIGAN
7888,Walton Charter Academy,2600254,MICHIGAN
7889,Advanced Technology Academy,2600255,MICHIGAN
7890,Metro Charter Academy,2600262,MICHIGAN
7891,Canton Charter Academy,2600263,MICHIGAN
7892,State Street Academy,2600264,MICHIGAN
7893,Grand Traverse Academy,2600265,MICHIGAN
7894,Arts and Technology Academy of Pontiac,2600267,MICHIGAN
7895,Presque Isle Academy,2600269,MICHIGAN
7896,Creative Montessori Academy,2600270,MICHIGAN
7897,Warrendale Charter Academy,2600271,MICHIGAN
7898,Arts Academy in the Woods,2600273,MICHIGAN
7899,Outlook Academy,2600274,MICHIGAN
7900,Battle Creek Area Learning Center,2600275,MICHIGAN
7901,Trillium Academy,2600277,MICHIGAN
7902,Detroit Merit Charter Academy,2600278,MICHIGAN
7903,Michigan School for the Deaf,2600280,MICHIGAN
7904,Merritt Academy,2600281,MICHIGAN
7905,Mt. Clemens Montessori Academy,2600283,MICHIGAN
7906,Bradford Academy,2600284,MICHIGAN
7907,Ojibwe Charter School,2600285,MICHIGAN
7908,Richfield Public School Academy,2600286,MICHIGAN
7909,Hamtramck Academy,2600287,MICHIGAN
7910,Three Oaks Public School Academy,2600288,MICHIGAN
7911,Keystone Academy,2600289,MICHIGAN
7912,Riverside Academy,2600291,MICHIGAN
7913,Flex High School of Pontiac,2600292,MICHIGAN
7914,Great Oaks Academy,2600294,MICHIGAN
7915,Crescent Academy,2600295,MICHIGAN
7916,Laurus Academy,2600296,MICHIGAN
7917,Mildred C. Wells Preparatory Academy,2600297,MICHIGAN
7918,Universal Learning Academy,2600300,MICHIGAN
7919,Frontier International Academy,2600301,MICHIGAN
7920,Detroit Enterprise Academy,2600302,MICHIGAN
7921,Hanley International Academy,2600305,MICHIGAN
7922,Bridge Academy,2600306,MICHIGAN
7923,Detroit Premier Academy,2600307,MICHIGAN
7924,Academy of Warren,2600308,MICHIGAN
7925,Prevail Academy,2600310,MICHIGAN
7926,Triumph Academy,2600311,MICHIGAN
7927,American Montessori Academy,2600312,MICHIGAN
7928,Fortis Academy,2600314,MICHIGAN
7929,Multicultural Academy,2600315,MICHIGAN
7930,St. Clair County Intervention Academy,2600316,MICHIGAN
7931,Madison Academy,2600317,MICHIGAN
7932,Covenant Schools Detroit,2600322,MICHIGAN
7933,Academic and Career Education Academy,2600330,MICHIGAN
7934,Taylor Exemplar Academy,2600331,MICHIGAN
7935,David Ellis Academy West,2600333,MICHIGAN
7936,Flagship Charter Academy,2600945,MICHIGAN
7937,International Academy of Saginaw,2600946,MICHIGAN
7938,Clara B. Ford Academy (SDA),2600947,MICHIGAN
7939,Lighthouse Academy,2600949,MICHIGAN
7940,Reach Charter Academy,2600950,MICHIGAN
7941,Vista Meadows Academy,2600951,MICHIGAN
7942,University Preparatory Science and Math (PSAD),2600952,MICHIGAN
7943,Youth Advancement Academy,2600955,MICHIGAN
7944,University Preparatory Academy (PSAD),2600956,MICHIGAN
7945,Washington-Parks Academy,2600958,MICHIGAN
7946,Lansing Charter Academy,2600959,MICHIGAN
7947,Michigan Department of Community Health,2600960,MICHIGAN
7948,University Preparatory Art & Design,2600961,MICHIGAN
7949,Achieve Charter Academy,2600963,MICHIGAN
7950,Four Corners Montessori Academy,2600964,MICHIGAN
7951,Quest Charter Academy,2600965,MICHIGAN
7952,Three Lakes Academy,2600966,MICHIGAN
7953,Michigan Mathematics and Science Academy,2600967,MICHIGAN
7954,Virtual Learning Academy of St. Clair County,2600968,MICHIGAN
7955,Michigan Connections Academy,2600969,MICHIGAN
7956,Leelanau Montessori Public School Academy,2600970,MICHIGAN
7957,University Yes Academy,2600971,MICHIGAN
7958,Michigan Virtual Charter Academy,2600972,MICHIGAN
7959,Global Heights Academy,2600973,MICHIGAN
7960,Detroit Leadership Academy,2600974,MICHIGAN
